itemid,name,sell_single,buy_single,price_single,stock_single,sell_rate_single,buy_rate_single,sell_stacks,buy_stacks,price_stacks,stock_stacks,sell_rate_stacks,buy_rate_stacks
12969,Cotton Kyahan,1,1,2750,2,0.3,0.25,0,0,0,0,0,0.75
12970,Soil Kyahan,1,1,12000,2,0.3,0.25,0,0,0,0,0,0.75
12971,Lth. Highboots +1,1,1,7000,1,0.3,0.25,0,1,1,1,0,0.75
12972,Shinobi Kyahan,1,1,270000,1,0.2046,0.25,0,0,0,0,0,0.75
12974,Sune-Ate,1,1,116000,1,0.2455,0.25,0,0,0,0,0,0.75
12975,Mrc. Kyahan,1,1,20000,1,0.361,0.25,0,0,0,0,0,0
12976,Gaiters,1,1,1400,2,0.313,0.25,0,0,0,0,0,0.75
12977,Cotton Gaiters,1,1,7150,2,0.3,0.25,0,0,0,0,0,0.75
12978,Socks,1,1,17500,2,0.3228,0.25,0,0,0,0,0,0.75
12979,Wool Socks,1,1,38000,2,0.3,0.25,0,0,0,0,0,0.75
12980,Battle Boots,1,1,45500,1,0.2451,0.25,0,0,0,0,0,0.75
12981,                War Boots,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
12982,Mrc.Cpt. Gaiters,1,1,30000,1,0.341,0.25,0,0,0,0,0,0
12983,Ash Clogs +1,1,1,2650,1,0.0311,0.25,0,0,0,0,0,0.75
12984,Ash Clogs,1,1,120,2,0.3889,0.25,0,0,0,0,0,0.75
12985,Holly Clogs,1,1,1600,2,0.358,0.25,0,0,0,0,0,0.75
12986,Chestnut Sabots,1,1,9100,2,0.3088,0.25,0,1,0,0,0,0.75
12987,Ebony Sabots,1,1,35500,2,0.3903,0.25,0,0,0,0,0,0.75
12988,                 Pigaches,0,0,25000,1,1,0.25,0,0,1,1,1,0.75
12989,            Noble's Pumps,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
12990,Tct.Mgc. Pigaches,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
12991,           Holly Clogs +1,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
12992,Solea,1,1,600,2,0.5113,0.25,0,0,0,0,0,0.75
12993,Sandals,1,1,4450,2,0.5727,0.25,0,0,0,0,0,0.75
12994,Shoes,1,1,14000,2,0.3169,0.25,0,0,0,0,0,0.75
12995,Moccasins,1,1,29500,2,0.2996,0.25,0,0,0,0,0,0.75
12996,Silk Pumps,1,1,240000,1,0.191,0.25,0,0,0,0,0,0.75
12998,Cmb.Cst. Shoes,1,1,40000,1,0.32,0.25,0,0,0,0,0,0
13002,           Yasha Sune-Ate,0,0,15000,1,1,0.25,0,0,1,1,1,0.75
13003,Lgn. Leggings,1,1,10000,1,0.382,0.25,0,0,0,0,0,0
13004,Ryl.Ftm. Boots,1,1,10000,1,0.382,0.25,0,0,0,0,0,0
13013,Stumbling Sandals,1,1,26400,1,0.257,0.25,0,0,0,0,0,0
13014,Leaping Boots,1,1,8400,1,0.288,0.25,0,0,0,0,0,0
13015,Custom M Boots,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13016,Custom F Boots,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13017,Mgn. M Ledelsens,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13018,Mgn. F Ledelsens,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13019,Wonder Clomps,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13020,Savage Gaiters,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13021,Elder's Sandals,1,1,29000,1,0.05,0.25,0,1,1,1,0,0.75
13022,                      Chs. Sabots +1,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13023,          Ebony Sabots +1,0,0,7000,1,1,0.25,0,0,1,1,1,0.75
13024,            Solid Greaves,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
13025,Greaves +1,1,1,27000,1,0.0294,0.25,0,0,0,0,0,0.75
13026,Leggings +1,1,1,21000,1,0.0181,0.25,0,0,0,0,0,0.75
13027,Brass Leggings +1,1,1,10000,1,0.3,0.25,0,1,1,1,0,0.75
13028,         Brass Greaves +1,0,0,7500,1,1,0.25,0,0,1,1,1,0.75
13029,        Silver Greaves +1,0,0,25000,1,1,0.25,0,0,1,1,1,0.75
13030,Gaiters +1,1,1,3600,1,0.025,0.25,0,0,0,0,0,0.75
13031,Kyahan +1,1,1,5150,1,0.023,0.25,0,0,0,0,0,0.75
13032,            Great Gaiters,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
13033,         Cotton Kyahan +1,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
13034,Socks +1,1,1,44000,1,0.0258,0.25,0,0,0,0,0,0.75
13035,           Soil Kyahan +1,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
13036,            Wool Socks +1,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
13037,Solea +1,1,1,4050,1,0.0409,0.25,0,0,0,0,0,0.75
13038,           Fine Ledelsens,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13039,             Strong Boots,0,0,3000,1,1,0.25,0,0,1,1,1,0.75
13040,                 Shoes +1,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13041,        Cuir Highboots +1,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13042,         Bone Leggings +1,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
13043,                      Btl. Leggings +1,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
13044,                      Cpc. Leggings +1,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13045,Ryl.Ftm. Clogs,1,1,20000,1,0.361,0.25,0,0,0,0,0,0
13046,        Plate Leggings +1,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13047,Sollerets +1,1,1,64000,1,0.016,0.25,0,0,0,0,0,0.75
13048,           Mage's Sandals,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
13049,           Dino Ledelsens,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
13050,Moccasins +1,1,1,31500,1,0.024,0.25,0,0,0,0,0,0.75
13051,Coarse Leggings,1,1,6000,1,0.39,0.25,0,0,0,0,0,0
13052,Light Soleas,1,1,13000,1,0.376,0.25,0,0,0,0,0,0
13054,Fuma Kyahan,1,1,39000,1,0.322,0.25,0,0,0,0,0,0
13056,Peacock Charm,1,1,39600,1,0.235,0.25,0,0,0,0,0,0
13057,Buburimu Gorget,1,1,32400,1,0.247,0.25,0,0,0,0,0,0
13058,Bloodbead Amulet,1,1,24000,1,0.261,0.25,0,0,0,0,0,0
13059,Fine Gorget,1,1,42000,1,0.018,0.25,0,0,0,0,0,0.75
13060,Feather Collar +1,1,1,26000,1,0.01,0.25,0,0,0,0,0,0.75
13061,Spike Necklace,1,1,6900,1,0.0194,0.25,0,0,0,0,0,0.75
13062,Green Gorget,1,1,7050,1,0.0239,0.25,0,0,0,0,0,0.75
13063,Blue Gorget,1,1,24500,1,0.0145,0.25,0,0,0,0,0,0.75
13064,Irn.Msk. Gorget,1,1,55000,1,0.29,0.25,0,0,0,0,0,0
13065,Gorget +1,1,1,12000,1,0.0394,0.25,0,1,0,0,0,0.75
13066,Red Choker,1,1,32500,1,0.0221,0.25,0,0,0,0,0,0.75
13067,Noble's Gorget,1,1,90500,1,0.01,0.25,0,0,0,0,0,0.75
13068,Hemp Gorget +1,1,1,2700,1,0.01,0.25,0,0,0,0,0,0.75
13069,Leather Gorget +1,1,1,8450,1,0.033,0.25,0,0,0,0,0,0.75
13070,Wolf Gorget +1,1,1,3050,1,0.0231,0.25,0,0,0,0,0,0.75
13071,Scale Gorget,1,1,11000,1,0.38,0.25,0,0,0,0,0,0
13072,Bird Whistle,1,1,15000,1,0.371,0.25,0,0,0,0,0,0
13073,Holy Phial,1,1,26000,1,0.349,0.25,0,0,0,0,0,0
13075,Feather Collar,1,1,24000,1,0.1,0.25,0,0,0,0,0,0.75
13076,Fang Necklace,1,1,3800,2,0.3,0.25,0,0,0,0,0,0.75
13079,Darksteel Gorget,1,1,74500,2,0.3755,0.25,0,0,0,0,0,0.75
13080,Gorget,1,1,11000,2,0.493,0.25,0,1,0,0,0,0.75
13081,Leather Gorget,1,1,7900,2,0.4121,0.25,0,0,0,0,0,0.75
13082,Chain Gorget,1,1,39000,1,0.2252,0.25,0,0,0,0,0,0.75
13083,Chain Choker,1,1,30500,1,0.2763,0.25,0,0,0,0,0,0.75
13084,Mythril Gorget,1,1,84500,1,0.0154,0.25,0,0,0,0,0,0.75
13085,Hemp Gorget,1,1,1050,2,0.3,0.25,0,0,0,0,0,0.75
13086,Cerulean Pendant,1,1,18000,1,0.365,0.25,0,0,0,0,0,0
13087,Jeweled Collar,1,1,129000,1,0.01,0.25,0,0,0,0,0,0
13088,Darksteel Nodowa,1,1,47500,2,0.3,0.25,0,0,0,0,0,0.75
13089,Wolf Gorget,1,1,2850,2,0.289,0.25,0,0,0,0,0,0.75
13090,Beetle Gorget,1,1,5100,2,0.3,0.25,0,0,0,0,0,0.75
13091,Carapace Gorget,1,1,23000,1,0.1808,0.25,0,0,0,0,0,0.75
13092,Coeurl Gorget,1,1,10500,2,0.3,0.25,0,0,0,0,0,0.75
13093,Justice Badge,1,1,7000,1,0.388,0.25,0,0,0,0,0,0
13094,Flower Necklace,1,1,27000,1,0.347,0.25,0,0,0,0,0,0
13096,Dog Collar,1,1,10800,1,0.284,0.25,0,0,0,0,0,0
13097,Brisingamen,1,1,448000,1,0.05,0.25,0,0,0,0,0,0
13098,Rep.Bronze Medal,1,1,10000,1,0.382,0.25,0,0,0,0,0,0
13099,Rep.Iron Medal,1,1,30000,1,0.341,0.25,0,0,0,0,0,0
13100,Rep.Mythril Medal,1,1,55000,1,0.29,0.25,0,0,0,0,0,0
13101,Green Scarf,1,1,10000,1,0.382,0.25,0,0,0,0,0,0
13102,Paisley Scarf,1,1,30000,1,0.341,0.25,0,0,0,0,0,0
13103,Checkered Scarf,1,1,55000,1,0.29,0.25,0,0,0,0,0,0
13104,Ryl.Sqr. Collar,1,1,30000,1,0.341,0.25,0,0,0,0,0,0
13105,T.K. Army Collar,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13106,Ryl.Grd. Collar,1,1,55000,1,0.29,0.25,0,0,0,0,0,0
13107,R.K. Army Collar,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13108,Coral Gorget,1,1,53000,2,0.3805,0.25,0,0,0,0,0,0.75
13109,Harmonia's Torque,1,1,72000,1,0.255,0.25,0,0,0,0,0,0
13110,Beast Whistle,1,1,24000,1,0.353,0.25,0,0,0,0,0,0
13111,Nodowa,1,1,13000,2,0.3243,0.25,0,0,0,0,0,0.75
13112,Rabbit Charm,1,1,8400,1,0.288,0.25,0,0,0,0,0,0
13113,Black Neckerchief,1,1,20000,1,0.361,0.25,0,0,0,0,0,0
13114,Moon Amulet,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13115,Elemental Charm,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13116,Silver Name Tag,1,1,8400,1,0.288,0.25,0,0,0,0,0,0
13117,Ranger's Necklace,1,1,16800,1,0.273,0.25,0,0,0,0,0,0
13118,Shield Pendant,1,1,35000,1,0.331,0.25,0,0,0,0,0,0
13119,Tiger Stole,1,1,24000,1,0.353,0.25,0,0,0,0,0,0
13120,Clay Amulet,1,1,42000,1,0.316,0.25,0,0,0,0,0,0
13123,Merman's Gorget,1,1,56500,1,0.0304,0.25,0,0,0,0,0,0.75
13124,Nodowa +1,1,1,14000,1,0.0259,0.25,0,0,0,0,0,0.75
13125,Torque,1,1,151000,1,0.1799,0.25,0,0,0,0,0,0.75
13126,Torque +1,1,1,162000,1,0.0144,0.25,0,0,0,0,0,0.75
13127,Guarding Gorget,1,1,46800,1,0.222,0.25,0,0,0,0,0,0
13128,Spectacles,1,1,64900,1,0.182,0.25,0,0,0,0,0,0
13129,Spirit Torque,1,1,45600,1,0.224,0.25,0,0,0,0,0,0
13130,Jeweled Collar +1,1,1,138000,1,0.01,0.25,0,0,0,0,0,0
13131,                      Dst. Gorget +1,0,0,50500,1,1,0.25,0,0,1,1,1,0.75
13132,Torama Gorget,1,1,11500,1,0.0169,0.25,0,0,0,0,0,0.75
13133,                      Dst. Nodowa +1,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
13134,Ashura Necklace,1,1,54000,1,0.292,0.25,0,0,0,0,0,0
13135,Promise Badge,1,1,48000,1,0.304,0.25,0,0,0,0,0,0
13137,Spider Torque,1,1,64000,1,0.271,0.25,0,0,0,0,0,0
13139,Yinyang Lorgnette,1,1,40000,1,0.32,0.25,0,0,0,0,0,0
13143,Opo-opo Necklace,1,1,61000,1,0.278,0.25,0,0,0,0,0,0
13144,Wing Gorget,1,1,190000,1,0.01,0.25,0,0,0,0,0,0.75
13145,Uggalepih Pendant,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13146,Tern Necklace,1,1,91200,1,0.147,0.25,0,0,0,0,0,0
13148,Evasion Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13149,Parrying Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13150,Shield Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13151,Guarding Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13152,Divine Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13153,Dark Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13154,Enhancing Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13155,Enfeebling Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13156,Elemental Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13157,Healing Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13158,Smn. Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13159,Ninjutsu Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13160,String Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13161,Wind Torque,1,1,32500,1,0.2,0.25,0,0,0,0,0,0
13162,Brisingamen +1,1,1,672000,1,0.01,0.25,0,0,0,0,0,0
13163,Medieval Collar,1,1,35000,1,0.331,0.25,0,0,0,0,0,0
13164,Agile Gorget,1,1,48000,1,0.22,0.25,0,0,0,0,0,0
13165,Jagd Gorget,1,1,48000,1,0.22,0.25,0,0,0,0,0,0
13166,Hateful Collar,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13167,Storm Gorget,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13168,Intellect Torque,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13169,Benign Necklace,1,1,50000,1,0.3,0.25,0,0,0,0,0,0
13170,Stoneskin Torque,1,1,483000,1,0.01,0.25,0,0,0,0,0,0.75
13171,Reraise Gorget,1,1,248000,1,0.1577,0.25,0,0,0,0,0,0.75
13172,Pch. Collar,1,1,27000,1,0.15,0.25,0,0,0,0,0,0
13173,Memento Muffler,1,1,44400,1,0.227,0.25,0,0,0,0,0,0
13174,Willpower Torque,1,1,30000,1,0.341,0.25,0,0,0,0,0,0
13175,Ajari Necklace,1,1,58000,1,0.284,0.25,0,0,0,0,0,0
13176,Philomath Stole,1,1,61000,1,0.278,0.25,0,0,0,0,0,0
13182,Oscar Scarf,1,1,85200,1,0.157,0.25,0,0,0,0,0,0
13184,White Belt,1,1,1000,1,0.4,0.25,0,0,0,0,0,0
13185,Muscle Belt,1,1,71500,1,0.1944,0.25,0,0,0,0,0,0.75
13188,Star Sash,1,1,89000,1,0.0188,0.25,0,0,0,0,0,0.75
13189,Speed Belt,1,1,66000,1,0.19,0.25,0,0,0,0,0,0
13190,Heko Obi +1,1,1,5050,1,0.0248,0.25,0,0,0,0,0,0.75
13191,Lizard Belt +1,1,1,10500,1,0.043,0.25,0,0,0,0,0,0
13192,Leather Belt,1,1,420,2,0.5313,0.25,0,1,0,0,0,0.75
13193,Lizard Belt,1,1,2700,2,0.5378,0.25,0,0,0,0,0,0
13194,Warrior's Belt,1,1,15000,2,0.4642,0.25,0,1,0,0,0,0.75
13195,Magic Belt,1,1,17000,2,0.5005,0.25,0,0,0,0,0,0
13196,Silver Belt,1,1,7350,2,0.3566,0.25,0,0,0,0,0,0.75
13197,Koenigs Belt,1,1,60000,1,0.7,0.25,0,1,1,1,0,0.75
13198,Swordbelt,1,1,22000,1,0.15,0.25,0,0,0,0,0,0
13199,Blood Stone,1,1,100,2,0.3472,0.25,0,0,0,0,0,0.75
13200,Waistbelt,1,1,15500,2,0.3427,0.25,0,0,0,0,0,0.75
13201,Purple Belt,1,1,18000,1,0.365,0.25,0,0,0,0,0,0
13202,Brown Belt,1,1,40000,1,0.32,0.25,0,0,0,0,0,0
13203,Barbarian's Belt,1,1,9300,2,0.3016,0.25,0,1,0,0,0,0.75
13204,Heko Obi,1,1,4700,2,0.3105,0.25,0,0,0,0,0,0.75
13205,Silver Obi,1,1,4000,1,0.2,0.25,0,0,0,0,0,0
13206,Gold Obi,1,1,13500,1,0.2,0.25,0,1,1,1,0,0.75
13207,Brocade Obi,1,1,40000,1,1,0.25,0,1,1,1,0,0.75
13208,Rainbow Obi,1,1,174000,1,0.1653,0.25,0,0,0,0,0,0.75
13209,Chain Belt,1,1,16000,1,1,0.25,0,1,1,1,0,0.75
13210,Leather Belt +1,1,1,11500,1,0.0425,0.25,0,0,0,0,0,0.75
13211,Friar's Rope,1,1,14000,1,1,0.25,0,1,1,1,0,0.75
13212,Tarutaru Sash,1,1,83500,1,0.2347,0.25,0,0,0,0,0,0.75
13213,Chain Belt +1,1,1,35000,1,0.4,0.25,0,1,1,1,0,0.75
13214,Waistbelt +1,1,1,16500,1,0.0274,0.25,0,0,0,0,0,0.75
13219,Magic Belt +1,1,1,18000,1,0.04,0.25,0,0,0,0,0,0
13220,Ryl.Kgt. Belt,1,1,42000,1,0.15,0.25,0,0,0,0,0,0
13221,Mrc.Cpt. Belt,1,1,20000,1,0.2,0.25,0,1,1,1,0,0.75
13222,Force Belt,1,1,16000,1,0.2,0.25,0,0,0,0,0,0
13223,Silver Belt +1,1,1,7900,1,0.0282,0.25,0,0,0,0,0,0.75
13224,Silver Obi +1,1,1,10500,1,0.0159,0.25,0,0,0,0,0,0.75
13225,Brave Belt,1,1,9950,1,0.0241,0.25,0,1,0,0,0,0.75
13226,Blood Stone +1,1,1,5700,1,0.0278,0.25,0,0,0,0,0,0.75
13227,Plate Belt,1,1,12000,1,0.378,0.25,0,0,0,0,0,0
13228,Shaman's Belt,1,1,28000,1,0.345,0.25,0,0,0,0,0,0
13229,Oracle's Belt,1,1,39000,1,0.322,0.25,0,0,0,0,0,0
13230,Adept's Rope,1,1,42000,1,0.316,0.25,0,0,0,0,0,0
13231,Life Belt,1,1,48000,1,0.304,0.25,0,0,0,0,0,0
13232,Swordbelt +1,1,1,44000,1,0.05,0.9,0,0,0,0,0,0
13233,Gold Obi +1,1,1,50000,1,0.05,0.9,0,1,1,1,0,0.75
13234,Brocade Obi +1,1,1,92000,1,0.05,0.9,0,1,1,1,0,0.75
13235,Prism Obi,1,1,186000,1,0.0132,0.25,0,0,0,0,0,0.75
13236,Master Belt,1,1,62000,1,0.4,0.25,0,1,1,1,0,0.75
13237,Survival Belt,1,1,42000,1,0.7,0.25,0,1,1,1,0,0.75
13238,Druid's Rope,1,1,44000,1,0.7,0.25,0,1,1,1,0,0.75
13239,Kaiser Belt,1,1,150000,1,0.2,0.25,0,1,1,1,0,0.75
13240,Warrior's Belt +1,1,1,16000,1,0.0371,0.25,0,1,0,0,0,0.75
13247,Mithran Stone,1,1,65000,1,0.269,0.25,0,0,0,0,0,0
13248,Flagellant's Rope,1,1,53000,1,0.294,0.25,0,0,0,0,0,0
13249,Sonic Belt,1,1,152000,1,0.0772,0.25,0,0,0,0,0,0.75
13250,Sonic Belt +1,1,1,162000,1,0.01,0.25,0,0,0,0,0,0.75
13251,Ocean Belt,1,1,48000,1,0.5,0.25,0,1,1,1,0,0.75
13252,Forest Belt,1,1,48000,1,0.5,0.25,0,1,1,1,0,0.75
13253,Steppe Belt,1,1,48000,1,0.5,0.25,0,1,1,1,0,0.75
13254,Jungle Belt,1,1,48000,1,0.5,0.25,0,1,1,1,0,0.75
13255,Desert Belt,1,1,48000,1,0.5,0.25,0,1,1,1,0,0.75
13256,Ocean Stone,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13257,Forest Stone,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13258,Steppe Stone,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13259,Jungle Stone,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13260,Desert Stone,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13261,Ocean Sash,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13262,Forest Sash,1,1,70000,1,0.4,0.25,0,1,1,1,0,0.75
13263,Steppe Sash,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13264,Jungle Sash,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13265,Desert Sash,1,1,70000,1,0.4,0.25,0,1,1,1,0,0.75
13266,Ocean Rope,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13267,Forest Rope,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13268,Steppe Rope,1,1,66000,1,0.4,0.25,0,1,1,1,0,0.75
13269,Jungle Rope,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13270,Desert Rope,1,1,84000,1,0.159,0.25,0,0,0,0,0,0
13271,Corsette,1,1,100000,1,0.2482,0.25,0,0,0,0,0,0.75
13272,Corsette +1,1,1,107000,1,0.0199,0.25,0,0,0,0,0,0.75
13273,Twinthread Obi,1,1,69500,1,0.1883,0.25,0,0,0,0,0,0.75
13274,Twinthread Obi +1,1,1,74500,1,0.0151,0.25,0,0,0,0,0,0.75
13275,Arachne Obi,1,1,169000,1,0.2012,0.25,0,0,0,0,0,0.75
13276,Arachne Obi +1,1,1,180000,1,0.0161,0.25,0,0,0,0,0,0.75
13277,                        R.K. Belt +1,0,0,50000,1,1,0.25,0,0,1,1,1,0.75
13278,                        R.K. Belt +2,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
13279,Muscle Belt +1,1,1,76500,1,0.0156,0.25,0,1,0,0,0,0.75
13280,Sniper's Ring,1,1,79500,1,0.1343,0.25,0,0,0,0,0,0.75
13281,Sniper's Ring +1,1,1,85000,1,0.0107,0.25,0,0,0,0,0,0.75
13282,Saintly Ring,1,1,3400,1,0.1669,0.25,0,0,0,0,0,0.75
13283,Saintly Ring +1,1,1,3650,1,0.0134,0.25,0,0,0,0,0,0.75
13284,Eremite's Ring,1,1,4100,1,0.1658,0.25,0,0,0,0,0,0.75
13285,Eremite's Ring +1,1,1,4350,1,0.0133,0.25,0,0,0,0,0,0.75
13286,Soldier's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13287,Kampfer Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13288,Medicine Ring,1,1,50000,1,0.5,0.25,0,1,1,1,0,0.75
13289,Sorcerer's Ring,1,1,50000,1,0.5,0.25,0,1,1,1,0,0.75
13290,Fencer's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13291,Rogue's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13292,Guardian's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13293,Slayer's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13294,Tamer's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13295,Minstrel's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13296,Tracker's Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13297,Ronin Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13298,Shinobi Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13299,Drake Ring,1,1,60000,1,0.2,0.25,0,0,0,0,0,0
13300,Conjurer's Ring,1,1,50000,1,0.5,0.25,0,1,1,1,0,0.75
13304,Nimble Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13305,Triumph Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13306,Omniscient Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13307,Adroit Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13308,Communion Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13309,Robust Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13310,Hades Ring,1,1,53000,1,0.022,0.25,0,0,0,0,0,0.75
13311,Heavens Ring,1,1,53000,1,0.01,0.25,0,0,0,0,0,0.75
13312,Coral Earring,1,1,40000,1,1,0.25,0,1,1,1,0,0.75
13313,Shell Earring,1,1,1150,2,0.2947,0.25,0,0,0,0,0,0.75
13314,Shell Earring +1,1,1,1250,1,0.0236,0.25,0,0,0,0,0,0.75
13315,Gold Earring,1,1,40000,1,1,0.25,0,1,1,1,0,0.75
13316,Platinum Earring,1,1,133000,2,0.2806,0.25,0,0,0,0,0,0.75
13317,Pearl Earring,1,1,13000,2,0.5478,0.25,0,0,0,0,0,0.75
13318,Topaz Earring,1,1,28500,1,0.0113,0.25,0,0,0,0,0,0.75
13319,Peridot Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13320,Black Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13321,Bone Earring,1,1,1650,2,0.3257,0.25,0,0,0,0,0,0.75
13322,Wing Earring,1,1,5400,1,0.1602,0.25,0,0,0,0,0,0.75
13323,Beetle Earring,1,1,5450,2,0.4546,0.25,0,1,0,0,0,0.75
13324,Tortoise Earring,1,1,53000,1,0.252,0.25,0,1,0,0,0,0.75
13325,Fang Earring,1,1,29500,1,0.2299,0.25,0,0,0,0,0,0.75
13326,Beetle Earring +1,1,1,5800,1,0.0364,0.25,0,1,0,0,0,0.75
13327,Silver Earring,1,1,1500,1,1,0.25,0,1,1,1,0,0.75
13328,Mythril Earring,1,1,5000,1,1,0.25,0,1,1,1,0,0.75
13329,                      Ocl. Earring,0,0,19000,1,1,0.25,0,0,1,1,1,0.75
13330,                      Tml. Earring,0,0,1000,1,1,0.25,0,0,1,1,1,0.75
13331,Sardonyx Earring,1,1,5200,2,0.5106,0.25,0,0,0,0,0,0.75
13332,Clear Earring,1,1,5200,2,0.5106,0.25,0,0,0,0,0,0.75
13333,Amethyst Earring,1,1,5200,2,0.5106,0.25,0,0,0,0,0,0.75
13334,                Lapis Laz. Earring,0,0,1003,1,1,0.25,0,0,1,1,1,0.75
13335,Amber Earring,1,1,5200,2,0.6632,0.25,0,0,0,0,0,0.75
13336,Onyx Earring,1,1,5200,2,0.4775,0.25,0,0,0,0,0,0.75
13337,Opal Earring,1,1,5200,2,0.5106,0.25,0,0,0,0,0,0.75
13338,Blood Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13339,Goshenite Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13340,Ametrine Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13341,Turquoise Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13342,Sphene Earring,1,1,13500,2,0.3944,0.25,0,0,0,0,0,0.75
13343,Green Earring,1,1,86000,1,0.0144,0.25,0,0,0,0,0,0.75
13344,Sun Earring,1,1,86000,1,0.0144,0.25,0,0,0,0,0,0.75
13345,Zircon Earring,1,1,86000,1,0.0144,0.25,0,0,0,0,0,0.75
13346,Purple Earring,1,1,86000,1,0.0144,0.25,0,0,0,0,0,0.75
13347,                 Aquamrne. Earring,0,0,40000,1,1,0.25,0,0,1,1,1,0.75
